contrato,fatura_on_line,metodo_pagamento,gasto_mensal,gasto_total,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_cabo,streaming_filmes,servico_telefone,multiplas_linhas,genero,idoso_maior_65,possui_parceira,dependentes,tempo_contrato,id_cliente,evadido,compras_diarias,evadido_numerico
month-to-month,1,mailed check,19.4,19.4,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,7298-izwly,0,0.6466666666666666,0
month-to-month,0,mailed check,84.4,1936.85,fiber optic,1,1,0,1,no,no,1,0,female,0,1,1,23,7299-gnvpl,0,2.8133333333333335,0
two year,0,bank transfer (automatic),86.6,6350.5,dsl,0,1,1,1,yes,yes,1,1,female,0,0,0,72,7301-abvad,0,2.8866666666666663,0
month-to-month,0,mailed check,19.15,19.15,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,7302-zhmhp,0,0.6383333333333333,0
month-to-month,1,electronic check,84.85,2633.4,fiber optic,0,0,0,0,no,yes,1,1,female,1,1,0,31,7305-papoz,,2.828333333333333,2
one year,0,credit card (automatic),20.7,587.1,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,0,30,7305-zwmaj,0,0.69,0
two year,1,bank transfer (automatic),59.75,4069.9,dsl,1,1,1,0,no,no,1,0,male,0,1,1,69,7306-ydsoi,0,1.9916666666666667,0
month-to-month,0,bank transfer (automatic),20.2,20.2,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,1,7310-egvhz,0,0.6733333333333333,0
one year,0,electronic check,19.55,99.6,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,5,7311-mqjch,0,0.6516666666666667,0
month-to-month,0,electronic check,49.75,49.75,dsl,1,0,0,0,no,no,1,0,male,0,0,0,1,7312-xsbat,0,1.6583333333333334,0
month-to-month,1,electronic check,82.0,184.65,fiber optic,0,1,0,0,no,no,1,1,male,0,0,0,2,7314-oxenn,1,2.7333333333333334,1
month-to-month,0,electronic check,100.75,1313.25,fiber optic,0,0,0,1,yes,yes,1,1,male,0,0,0,13,7315-wyoaw,0,3.3583333333333334,0
two year,1,credit card (automatic),108.6,7690.9,fiber optic,0,1,1,1,yes,yes,1,1,male,0,1,0,71,7317-ggvpb,1,3.6199999999999997,1
month-to-month,1,electronic check,59.25,436.6,dsl,0,0,0,0,yes,no,1,1,male,0,0,0,8,7318-eivko,0,1.975,0
month-to-month,0,bank transfer (automatic),64.3,445.95,dsl,0,0,1,1,yes,no,1,0,male,0,0,0,7,7319-venrz,0,2.143333333333333,0
one year,0,electronic check,19.6,411.15,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,25,7319-znrtr,0,0.6533333333333334,0
two year,0,mailed check,20.5,696.8,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,1,32,7321-kksdu,0,0.6833333333333333,0
month-to-month,0,electronic check,90.15,987.95,fiber optic,0,0,0,1,yes,no,1,1,female,0,0,0,11,7321-pkuyw,1,3.0050000000000003,1
month-to-month,1,electronic check,70.35,120.25,fiber optic,0,0,0,0,no,no,1,0,female,0,1,0,2,7321-vgnku,0,2.3449999999999998,0
two year,0,mailed check,40.55,590.35,dsl,1,1,0,1,no,no,0,0,male,0,1,1,13,7321-znsla,0,1.3516666666666666,0
two year,1,bank transfer (automatic),93.05,6735.05,fiber optic,1,1,1,1,no,no,1,1,male,1,1,0,72,7322-ocwhc,0,3.1016666666666666,0
one year,1,bank transfer (automatic),40.3,1630.4,dsl,1,1,0,1,no,no,0,0,female,0,0,0,39,7325-enzfi,0,1.3433333333333333,0
month-to-month,1,electronic check,69.8,377.85,fiber optic,0,0,0,0,no,no,1,0,male,0,1,1,6,7326-rigqz,0,2.3266666666666667,0
one year,0,credit card (automatic),20.1,589.25,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,1,31,7328-owmom,0,0.67,0
two year,0,credit card (automatic),19.5,1222.65,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,59,7328-zjajo,0,0.65,0
month-to-month,1,electronic check,90.8,455.5,fiber optic,0,1,0,0,yes,no,1,1,female,0,0,0,5,7330-wzlnc,1,3.0266666666666664,1
one year,0,mailed check,80.85,2204.35,dsl,1,0,0,1,yes,yes,1,1,male,0,1,0,27,7336-rllrh,0,2.695,0
two year,0,bank transfer (automatic),19.5,159.35,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,8,7337-cinud,0,0.65,0
one year,0,bank transfer (automatic),45.05,1790.6,dsl,1,0,0,1,yes,no,0,0,male,0,0,1,39,7338-eriva,0,1.5016666666666665,0
month-to-month,0,electronic check,50.7,214.55,dsl,0,0,0,0,no,no,1,1,female,0,0,0,4,7339-pogzn,0,1.6900000000000002,0
month-to-month,1,bank transfer (automatic),80.15,2265.25,fiber optic,0,1,0,0,no,no,1,1,male,0,1,0,29,7340-ebemv,,2.671666666666667,2
two year,0,bank transfer (automatic),34.2,1782.0,dsl,1,0,0,1,no,no,0,0,female,0,1,1,51,7340-kefqe,0,1.1400000000000001,0
month-to-month,1,electronic check,74.65,301.4,fiber optic,0,0,0,0,no,no,1,1,male,0,1,0,4,7341-lxcaf,1,2.4883333333333337,1
month-to-month,1,mailed check,23.6,89.05,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,0,3,7343-eobeu,0,0.7866666666666667,0
month-to-month,1,electronic check,83.25,4949.1,fiber optic,0,1,1,0,no,no,1,1,female,0,0,0,59,7346-medwm,0,2.775,0
two year,0,bank transfer (automatic),65.6,2313.8,dsl,1,1,1,1,no,no,1,0,male,0,0,0,37,7349-almux,0,2.1866666666666665,0
month-to-month,1,electronic check,64.95,493.65,dsl,0,1,1,0,yes,no,1,0,female,1,0,0,7,7351-kyhqh,0,2.165,0
month-to-month,0,credit card (automatic),50.95,307.6,dsl,1,1,0,1,no,yes,0,0,female,0,0,0,6,7351-mhqvu,0,1.6983333333333335,0
one year,0,mailed check,20.25,129.15,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,7,7353-yowfp,0,0.675,0
month-to-month,1,electronic check,75.85,724.65,fiber optic,0,0,0,0,no,no,1,1,male,0,0,0,9,7354-oijlx,0,2.5283333333333333,0
one year,0,electronic check,23.9,97.5,no,0,0,0,0,no internet service,no internet service,1,1,female,0,0,0,4,7356-aynjp,0,0.7966666666666666,0
month-to-month,1,bank transfer (automatic),80.0,3769.7,fiber optic,0,1,0,0,no,no,1,1,male,0,1,1,46,7356-iwlfw,0,2.6666666666666665,0
month-to-month,0,electronic check,45.75,45.75,dsl,0,0,0,0,no,no,1,0,male,0,0,0,1,7359-ptsxy,1,1.525,1
two year,1,credit card (automatic),70.2,4481.0,dsl,1,1,0,1,yes,no,1,0,female,1,0,0,64,7359-ssbjk,1,2.3400000000000003,1
two year,0,credit card (automatic),114.45,8375.05,fiber optic,1,1,1,1,yes,yes,1,1,male,0,1,0,72,7359-wwyjv,0,3.815,0
month-to-month,0,bank transfer (automatic),64.45,1867.6,dsl,0,1,1,1,no,no,1,1,female,1,0,0,28,7361-ypxfs,0,2.1483333333333334,0
month-to-month,1,electronic check,79.75,769.1,fiber optic,0,0,0,0,no,yes,1,0,female,0,1,0,9,7363-qtbiw,0,2.658333333333333,0
month-to-month,1,electronic check,24.4,24.4,dsl,0,0,0,0,no,no,0,0,male,0,0,0,1,7365-bvcjh,0,0.8133333333333332,0
one year,0,mailed check,18.8,279.2,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,19,7369-trpfd,0,0.6266666666666667,0
month-to-month,0,credit card (automatic),61.45,229.55,dsl,0,0,0,1,no,yes,1,0,male,0,1,1,4,7372-ivbim,,2.0483333333333333,2
two year,1,credit card (automatic),95.5,6707.15,fiber optic,0,1,1,1,no,yes,1,0,male,1,1,0,71,7375-wmvmt,0,3.183333333333333,0
month-to-month,1,electronic check,47.8,92.45,dsl,1,0,0,0,no,no,1,0,male,0,0,0,2,7377-dmmri,1,1.5933333333333333,1
month-to-month,0,electronic check,100.2,198.5,fiber optic,1,1,0,0,yes,yes,1,0,male,0,0,0,2,7379-fniuj,0,3.3400000000000003,0
month-to-month,1,electronic check,70.3,208.85,fiber optic,0,0,0,0,no,no,1,0,male,0,1,0,3,7379-pokdz,1,2.3433333333333333,1
month-to-month,0,credit card (automatic),55.2,1058.1,dsl,0,0,1,1,no,no,1,0,male,0,0,0,18,7382-dfjtu,0,1.84,0
month-to-month,1,electronic check,35.15,99.75,dsl,0,0,0,0,no,yes,0,0,male,0,1,0,3,7384-ghbpi,1,1.1716666666666666,1
month-to-month,1,mailed check,30.25,63.75,dsl,0,1,0,0,no,no,0,0,female,0,1,1,2,7389-kbfit,0,1.0083333333333333,0
month-to-month,1,electronic check,100.65,2415.95,fiber optic,0,1,0,0,yes,yes,1,1,male,0,0,0,22,7392-yypyj,0,3.355,0
month-to-month,0,electronic check,89.45,853.1,fiber optic,0,0,0,0,yes,yes,1,0,female,0,1,0,9,7394-fkdnk,1,2.981666666666667,1
month-to-month,1,electronic check,70.15,123.8,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,2,7394-lwlyn,0,2.3383333333333334,0
month-to-month,0,bank transfer (automatic),81.5,1329.2,fiber optic,0,0,0,0,no,yes,1,0,male,1,1,0,17,7395-igjos,1,2.716666666666667,1
month-to-month,1,credit card (automatic),55.0,1165.55,dsl,1,1,1,1,yes,no,0,0,male,0,0,0,20,7395-xwzoy,0,1.8333333333333333,0
month-to-month,0,mailed check,45.25,155.35,dsl,0,0,0,0,no,no,1,0,male,0,1,1,4,7396-vjuzb,0,1.5083333333333333,0
two year,0,bank transfer (automatic),90.55,6404.0,dsl,1,1,1,1,yes,yes,1,1,male,0,1,0,71,7398-hpyzq,0,3.018333333333333,0
month-to-month,1,credit card (automatic),84.8,3626.35,fiber optic,1,0,1,0,no,no,1,1,male,0,1,0,44,7398-lxgyx,0,2.8266666666666667,0
month-to-month,0,electronic check,94.9,273.2,fiber optic,0,0,0,0,yes,yes,1,1,female,0,1,0,3,7398-sknqz,0,3.1633333333333336,0
two year,0,credit card (automatic),66.75,4760.3,dsl,1,1,0,1,no,no,1,1,female,0,1,1,72,7399-qhbjs,0,2.225,0
two year,0,credit card (automatic),91.3,4965.0,dsl,1,1,1,1,yes,yes,1,1,female,0,1,1,54,7401-jixnm,0,3.0433333333333334,0
month-to-month,0,electronic check,74.8,1438.05,fiber optic,1,0,0,0,no,no,1,0,female,0,1,0,18,7401-rubnk,0,2.493333333333333,0
month-to-month,1,electronic check,93.6,2404.1,fiber optic,0,0,0,0,yes,yes,1,1,male,1,0,0,26,7402-eyfxx,0,3.1199999999999997,0
one year,1,electronic check,91.15,4862.5,fiber optic,0,0,0,1,no,yes,1,1,female,0,1,0,53,7402-pwyjj,0,3.0383333333333336,0
month-to-month,0,electronic check,57.55,161.45,dsl,0,0,1,0,yes,no,1,0,female,0,0,0,3,7404-jlkqg,0,1.9183333333333332,0
month-to-month,0,mailed check,20.6,541.5,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,25,7407-sujiz,0,0.6866666666666668,0
two year,0,credit card (automatic),89.8,6510.45,dsl,1,1,1,1,yes,yes,1,1,female,0,1,1,72,7408-ofwxj,0,2.993333333333333,0
one year,1,bank transfer (automatic),111.8,5809.75,fiber optic,0,1,1,1,yes,yes,1,1,female,0,1,0,53,7409-jurkq,0,3.7266666666666666,0
month-to-month,1,electronic check,71.0,71.0,fiber optic,0,0,0,0,no,no,1,0,female,1,0,1,1,7409-kiutl,1,2.3666666666666667,1
month-to-month,1,mailed check,49.55,878.35,dsl,0,0,1,0,no,no,1,0,male,0,1,0,18,7410-ktvfv,1,1.6516666666666666,1
month-to-month,1,mailed check,79.85,887.35,fiber optic,1,0,1,0,no,no,1,0,male,0,0,0,10,7410-oiedu,0,2.6616666666666666,0
month-to-month,0,mailed check,75.45,480.75,fiber optic,0,0,0,0,no,no,1,1,female,0,0,0,7,7410-ytjik,1,2.515,1
two year,1,bank transfer (automatic),19.6,1134.25,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,57,7416-cktep,0,0.6533333333333334,0
month-to-month,1,mailed check,29.25,226.95,dsl,0,1,0,0,no,no,0,0,female,0,0,0,8,7421-zlupa,0,0.975,0
month-to-month,1,electronic check,93.35,3092.0,fiber optic,0,1,1,0,no,yes,1,1,male,0,1,0,33,7422-wnbty,0,3.1116666666666664,0
month-to-month,1,bank transfer (automatic),103.5,6548.65,fiber optic,1,1,0,0,yes,yes,1,1,male,1,0,0,64,7426-gswpo,0,3.45,0
month-to-month,1,bank transfer (automatic),95.9,827.45,fiber optic,0,0,0,1,yes,yes,1,0,male,0,0,0,9,7426-rhzgu,0,3.1966666666666668,0
month-to-month,1,electronic check,80.95,4859.1,fiber optic,1,0,0,0,no,no,1,1,male,1,1,1,60,7426-weijx,0,2.6983333333333333,0
two year,0,credit card (automatic),19.65,1008.7,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,54,7427-aufpy,0,0.6549999999999999,0
one year,0,bank transfer (automatic),90.95,4236.6,fiber optic,0,0,1,1,no,yes,1,0,female,0,1,1,46,7432-ffvar,0,3.0316666666666667,0
two year,0,electronic check,90.1,6310.9,dsl,1,1,1,1,yes,yes,1,1,female,0,1,0,71,7432-xwsqo,,3.003333333333333,2
month-to-month,0,mailed check,20.9,20.9,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,7434-shxls,1,0.6966666666666667,1
one year,0,mailed check,20.6,116.6,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,6,7435-znuyy,0,0.6866666666666668,0
month-to-month,1,electronic check,80.55,80.55,fiber optic,0,0,0,0,yes,no,1,0,male,0,0,0,1,7439-dkztw,0,2.685,0
month-to-month,1,credit card (automatic),49.8,49.8,dsl,0,0,0,0,no,no,1,1,male,0,0,0,1,7442-ygzfk,0,1.66,0
one year,1,bank transfer (automatic),73.85,3581.4,dsl,0,1,1,1,yes,no,1,1,female,0,0,0,48,7445-wmrbw,0,2.4616666666666664,0
two year,1,bank transfer (automatic),109.75,4900.65,fiber optic,0,1,1,1,yes,yes,1,1,male,0,1,1,45,7446-kqiso,0,3.658333333333333,0
one year,1,bank transfer (automatic),19.85,717.5,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,37,7446-sfaoa,0,0.6616666666666667,0
month-to-month,0,bank transfer (automatic),60.25,662.95,dsl,1,1,0,0,no,no,1,1,male,1,0,0,11,7446-ypode,0,2.0083333333333333,0
month-to-month,1,credit card (automatic),90.4,5099.15,fiber optic,0,0,1,0,yes,no,1,1,male,0,1,1,55,7449-hvpiv,0,3.0133333333333336,0
month-to-month,1,electronic check,99.45,1200.15,fiber optic,0,0,1,0,yes,yes,1,1,male,1,0,0,12,7450-nwrtr,1,3.315,1
one year,0,bank transfer (automatic),25.45,958.45,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,1,39,7452-folon,0,0.8483333333333333,0
month-to-month,1,electronic check,70.75,1974.8,fiber optic,0,0,0,0,no,no,1,0,male,0,1,1,29,7455-sdalk,,2.3583333333333334,2
month-to-month,0,electronic check,69.95,2657.55,dsl,1,1,1,1,no,no,1,1,male,0,0,0,38,7459-imvyu,0,2.3316666666666666,0
month-to-month,1,bank transfer (automatic),64.65,994.55,dsl,1,0,0,0,no,yes,1,1,female,0,0,0,15,7459-rrwqz,1,2.1550000000000002,1
month-to-month,1,electronic check,86.1,3861.45,fiber optic,0,0,1,0,no,yes,1,0,female,1,1,0,45,7460-itwwp,0,2.8699999999999997,0
two year,0,bank transfer (automatic),20.05,1423.65,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,72,7463-ifmqu,0,0.6683333333333333,0
month-to-month,1,electronic check,70.35,70.35,fiber optic,0,0,0,0,no,no,1,0,male,0,0,0,1,7465-zzrvx,0,2.3449999999999998,0
two year,0,credit card (automatic),18.95,326.8,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,16,7469-lkbci,0,0.6316666666666666,0
one year,1,electronic check,61.1,3357.9,dsl,0,0,1,0,no,yes,1,0,male,0,0,0,53,7470-dynoe,0,2.0366666666666666,0
month-to-month,1,bank transfer (automatic),48.75,633.4,dsl,0,0,1,0,yes,yes,0,0,female,0,1,0,13,7470-mcqtk,1,1.625,1
one year,1,bank transfer (automatic),72.9,5139.65,dsl,0,1,1,1,no,yes,1,1,male,1,1,1,71,7471-mqpos,0,2.43,0
one year,0,bank transfer (automatic),24.15,1505.9,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,0,60,7471-wnsuf,0,0.8049999999999999,0
one year,1,bank transfer (automatic),86.7,6179.35,fiber optic,1,1,1,0,no,no,1,0,male,1,1,1,71,7472-eqoav,0,2.89,0
two year,0,mailed check,18.8,255.55,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,14,7473-zbdsn,0,0.6266666666666667,0
month-to-month,1,credit card (automatic),89.35,631.85,fiber optic,0,0,1,0,yes,no,1,1,male,0,0,0,7,7479-nitws,1,2.978333333333333,1
month-to-month,1,electronic check,95.7,4816.7,fiber optic,0,0,0,0,yes,yes,1,1,male,1,0,0,50,7480-qnvzj,1,3.19,1
two year,1,bank transfer (automatic),26.0,1796.55,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,1,69,7480-splef,0,0.8666666666666667,0
month-to-month,1,credit card (automatic),90.85,4515.85,fiber optic,0,0,1,0,no,yes,1,1,female,1,0,0,49,7481-atqqs,1,3.0283333333333333,1
month-to-month,1,electronic check,92.95,3415.25,fiber optic,0,1,1,0,yes,no,1,1,male,0,1,1,37,7483-iqwib,0,3.0983333333333336,0
one year,1,electronic check,100.0,4211.55,fiber optic,0,0,0,1,yes,yes,1,1,male,0,0,0,43,7486-ksrvi,1,3.3333333333333335,1
month-to-month,1,electronic check,85.65,321.65,fiber optic,0,0,0,0,yes,no,1,1,female,0,0,0,4,7488-mxjiv,1,2.855,1
one year,1,mailed check,96.75,5206.55,fiber optic,1,1,0,1,no,yes,1,0,female,1,0,0,53,7491-uykgo,,3.225,2
two year,0,mailed check,38.55,280.0,dsl,1,1,1,0,no,no,0,0,male,0,1,1,7,7492-tafjd,0,1.285,0
two year,0,credit card (automatic),20.55,1252.85,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,57,7493-gvfio,0,0.685,0
month-to-month,1,electronic check,79.15,79.15,fiber optic,0,1,0,0,no,no,1,1,male,0,0,0,1,7493-tpuwz,1,2.6383333333333336,1
month-to-month,1,credit card (automatic),80.65,633.3,fiber optic,0,1,0,0,no,no,1,1,female,1,1,0,8,7495-ookfy,1,2.6883333333333335,1
two year,1,bank transfer (automatic),73.8,4616.05,dsl,0,0,1,1,yes,yes,1,0,female,0,1,1,61,7501-iwung,0,2.46,0
month-to-month,0,mailed check,51.55,106.2,dsl,0,1,0,0,no,no,1,0,female,0,0,1,2,7501-vtylj,0,1.7183333333333333,0
month-to-month,1,credit card (automatic),69.1,3168.0,dsl,0,1,0,0,yes,yes,1,0,female,0,1,0,46,7502-bnygs,0,2.3033333333333332,0
two year,1,mailed check,24.05,1559.15,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,1,64,7503-epszw,0,0.8016666666666666,0
two year,1,bank transfer (automatic),89.85,6697.35,dsl,1,1,1,1,yes,yes,1,1,female,1,1,0,72,7503-mioga,0,2.9949999999999997,0
month-to-month,1,credit card (automatic),74.3,1178.25,fiber optic,0,1,0,0,no,no,1,0,male,1,1,0,16,7503-qqrvf,1,2.4766666666666666,1
month-to-month,1,mailed check,84.65,84.65,fiber optic,0,0,0,0,yes,no,1,1,male,0,0,0,1,7503-zguzj,1,2.8216666666666668,1
month-to-month,0,electronic check,69.75,1729.35,fiber optic,0,0,0,0,no,no,1,0,male,0,0,0,25,7504-uwhnb,0,2.325,0
two year,1,credit card (automatic),86.4,5442.05,dsl,1,1,1,1,yes,yes,1,1,female,0,0,0,64,7508-dqakk,0,2.8800000000000003,0
one year,1,credit card (automatic),56.25,1454.25,dsl,1,0,1,0,no,no,1,0,male,0,1,1,24,7508-kbimb,0,1.875,0
month-to-month,1,electronic check,86.1,1235.55,fiber optic,0,0,0,0,yes,no,1,1,male,0,1,0,14,7508-mybog,1,2.8699999999999997,1
month-to-month,0,credit card (automatic),89.0,1288.3,fiber optic,0,1,0,0,yes,no,1,1,female,1,0,0,15,7508-smhxl,0,2.966666666666667,0
month-to-month,1,electronic check,45.4,418.8,dsl,0,0,0,0,yes,yes,0,0,male,0,0,0,9,7511-ymxvq,1,1.5133333333333332,1
two year,0,credit card (automatic),20.3,1356.3,no,0,0,0,0,no internet service,no internet service,1,0,male,1,0,0,69,7515-lodfu,0,0.6766666666666666,0
two year,1,credit card (automatic),105.05,5163.3,fiber optic,1,0,1,0,yes,yes,1,1,male,1,1,0,50,7516-gmhuv,0,3.5016666666666665,0
month-to-month,1,electronic check,84.6,1017.35,fiber optic,0,1,0,0,no,yes,1,0,female,0,0,0,12,7517-ldmps,0,2.82,0
month-to-month,1,electronic check,73.2,1441.1,fiber optic,1,0,0,0,no,no,1,0,female,0,1,0,19,7517-sawmo,1,2.44,1
two year,1,bank transfer (automatic),110.5,7455.45,fiber optic,0,1,1,1,yes,yes,1,1,female,0,0,0,69,7519-jtwqh,0,3.683333333333333,0
month-to-month,1,bank transfer (automatic),67.45,4508.65,dsl,1,1,1,0,no,no,1,1,female,0,1,1,66,7520-hqwju,0,2.2483333333333335,0
month-to-month,0,mailed check,44.8,220.45,dsl,0,0,0,0,no,no,1,0,female,0,1,1,5,7521-afhab,0,1.4933333333333332,0
month-to-month,0,mailed check,19.95,58.3,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,1,3,7521-yxvzy,0,0.6649999999999999,0
two year,0,credit card (automatic),74.1,5031.0,dsl,1,0,1,1,no,yes,1,1,male,1,0,0,69,7524-vrlpl,0,2.4699999999999998,0
month-to-month,1,electronic check,96.05,1148.1,fiber optic,0,0,0,0,yes,yes,1,1,male,0,0,0,12,7526-bezqb,1,3.2016666666666667,1
month-to-month,1,mailed check,19.65,68.35,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,3,7526-ivlyu,0,0.6549999999999999,0
two year,1,mailed check,25.15,412.6,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,1,17,7527-qnrus,0,0.8383333333333333,0
month-to-month,1,electronic check,89.85,4925.35,fiber optic,0,1,0,0,no,yes,1,1,male,1,1,0,57,7529-zdfxi,0,2.9949999999999997,0
month-to-month,1,credit card (automatic),84.25,3264.5,fiber optic,0,1,1,1,no,no,1,0,female,0,0,0,38,7530-hdyds,1,2.808333333333333,1
month-to-month,0,credit card (automatic),20.05,265.45,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,12,7531-gqhme,0,0.6683333333333333,0
month-to-month,1,electronic check,76.1,1712.7,fiber optic,0,0,0,0,no,no,1,1,male,1,0,0,24,7534-bfesc,1,2.5366666666666666,1
month-to-month,1,bank transfer (automatic),109.4,7031.45,fiber optic,1,1,1,0,yes,yes,1,1,male,1,0,0,63,7537-cbquz,0,3.646666666666667,0
month-to-month,1,mailed check,25.15,25.15,dsl,0,0,0,0,no,no,0,0,female,0,0,0,1,7537-rbwea,0,0.8383333333333333,0
month-to-month,0,electronic check,69.65,145.15,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,2,7538-gwhml,1,2.3216666666666668,1
one year,1,mailed check,65.4,2498.4,dsl,0,1,0,1,no,yes,1,0,male,0,0,0,36,7541-ylxcl,1,2.18,1
month-to-month,0,mailed check,20.05,358.5,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,18,7542-cyddm,0,0.6683333333333333,0
one year,1,bank transfer (automatic),105.05,6004.85,fiber optic,0,0,1,1,yes,yes,1,1,male,0,1,1,58,7544-zvikx,0,3.5016666666666665,0
month-to-month,1,bank transfer (automatic),95.25,3959.35,fiber optic,0,1,1,0,yes,no,1,1,male,0,1,0,42,7547-eknfs,1,3.175,1
month-to-month,1,electronic check,96.25,512.45,fiber optic,0,1,0,0,yes,yes,1,0,female,0,0,0,5,7548-sepyi,1,3.2083333333333335,1
month-to-month,1,electronic check,100.55,6215.35,fiber optic,1,1,1,0,yes,no,1,1,female,0,1,1,63,7549-mygpk,1,3.3516666666666666,1
one year,1,electronic check,108.25,5431.4,fiber optic,1,1,1,0,yes,yes,1,1,male,0,1,1,50,7550-wiqva,0,3.6083333333333334,0
month-to-month,1,mailed check,55.3,324.25,dsl,0,1,1,0,no,no,1,0,male,0,1,1,6,7551-dacsp,1,1.8433333333333333,1
month-to-month,0,mailed check,19.5,19.5,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,7551-johti,1,0.65,1
two year,0,bank transfer (automatic),19.55,520.55,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,0,27,7552-keygt,0,0.6516666666666667,0
month-to-month,0,mailed check,45.65,323.45,dsl,0,0,0,0,no,no,1,0,female,0,1,0,6,7554-akdqf,0,1.5216666666666667,0
two year,0,bank transfer (automatic),25.7,251.6,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,0,10,7554-newdd,0,0.8566666666666667,0
two year,1,mailed check,20.8,1411.9,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,67,7558-imlmt,0,0.6933333333333334,0
two year,0,bank transfer (automatic),79.6,5589.45,dsl,1,0,1,1,yes,yes,1,0,female,0,0,0,70,7560-qjavj,0,2.6533333333333333,0
one year,0,mailed check,19.95,936.7,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,1,48,7560-qrbxh,0,0.6649999999999999,0
month-to-month,1,credit card (automatic),93.2,1573.7,fiber optic,0,1,1,0,no,yes,1,0,female,0,0,0,16,7562-gsuhk,1,3.106666666666667,1
month-to-month,1,mailed check,70.15,886.7,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,13,7562-uxtpg,0,2.3383333333333334,0
month-to-month,1,electronic check,80.6,415.55,fiber optic,0,0,0,0,yes,no,1,0,male,0,0,0,5,7563-biupc,1,2.6866666666666665,1
two year,0,bank transfer (automatic),79.05,5730.7,fiber optic,1,0,0,0,no,no,1,1,female,0,1,1,72,7564-ghcvb,0,2.635,0
two year,1,electronic check,110.15,7998.8,fiber optic,0,1,1,1,yes,yes,1,1,female,0,1,0,72,7566-dsrlq,0,3.671666666666667,0
month-to-month,1,credit card (automatic),79.85,2001.0,fiber optic,0,0,0,0,no,yes,1,0,male,0,0,0,24,7567-ecmcm,0,2.6616666666666666,0
month-to-month,1,mailed check,45.3,45.3,dsl,0,0,0,0,yes,yes,0,0,male,0,0,0,1,7568-podml,1,1.51,1
two year,1,bank transfer (automatic),118.75,8672.45,fiber optic,1,1,1,1,yes,yes,1,1,female,0,1,1,72,7569-nmzyq,0,3.9583333333333335,0
two year,1,bank transfer (automatic),84.7,5711.05,fiber optic,1,1,0,0,no,no,1,1,female,0,1,0,68,7570-welny,0,2.8233333333333333,0
month-to-month,0,credit card (automatic),74.9,147.15,fiber optic,0,0,0,0,no,no,1,1,female,0,0,0,2,7571-yxdad,1,2.496666666666667,1
two year,1,electronic check,104.05,6590.5,fiber optic,0,0,1,1,yes,yes,1,1,male,0,0,1,62,7572-kpvkk,0,3.4683333333333333,0
one year,1,credit card (automatic),74.7,3187.65,dsl,1,0,0,1,yes,yes,1,0,female,0,1,1,41,7576-aseju,0,2.49,0
month-to-month,1,electronic check,110.2,4972.1,fiber optic,1,1,0,1,yes,yes,1,1,female,1,1,1,46,7576-jmywv,0,3.6733333333333333,0
month-to-month,1,electronic check,76.05,231.8,fiber optic,0,0,0,0,no,no,1,1,male,1,0,0,3,7576-oywbn,1,2.5349999999999997,1
